kidgartn_nm,sido_nm,signgu_nm,kidgartn_type_div_nm,refine_road_nm_addr,refine_zipno,kidgartn_telno,kidgartn_faxno,nrsryrm_cnt,playgrnd_cnt,cctv_instl_cnt,chldcare_schlstaf_cnt,fnop_cnt,atndskl_vehcle_opr_yn,hmpg_addr,wgs84_lat,wgs84_logt,dat_crtr_ymd
아이조아어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 430 107동 101호(호계동, 호계대림E편한세상아파트)",14126,031-342-2009,--,3,0,4,0,20,N,,37.37553178,126.9502015,20250725
행복한어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 비산로 60-1 시설전용 (비산동),,031-442-3561,--,3,0,0,0,11,Y,,37.40164841,126.9320234,20250725
자연어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 호계2동 호계임광그대가3차아파트 301-107(살림겸용) ,14078,031-453-7862,--,3,1,0,0,11, ,,,,20250725
초록마을어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로 43 112동 101호(비산동, 그린빌주공아파트)",13916,031-465-4600,031-465-4600,3,0,4,0,19,N,,37.40601137,126.9329272,20250725
다하어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 흥안대로456번길 62 103동 104호(평촌동, 삼성래미안)",14062,031-425-1770,--,3,0,4,0,19,N,,37.39298858,126.9789729,20250725
미소지움 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로707번길 39 103동 106호(호계동, 신성호계미소지움아파트)",14078,031-477-2226,031-477-2226,4,0,4,0,18,N,,37.38323105,126.9495589,20250725
천사어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로623번길 46 102동 101호(호계동, 럭키호계아파트)",14113,031-453-9371,031-453-9371,4,0,4,8,19,N,,37.37600438,126.951368,20250725
명랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로212번길 21 310동108호 (관양동,공작부영아파트)",14051,031-451-3325,-3776,3,0,3,0,13,N,,37.39749843,126.9592376,20250725
사랑누리어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관평로138번길 13 801동 106호,14068,031-381-2137,031-381-2137,3,0,3,5,12,N,,37.39050612,126.9623678,20250725
리틀파랑새어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 비산로22번길 52-1 103호(비산동, 태양연립)",,031-441-0110,--,3,0,0,0,11,N,,37.40228625,126.9331422,20250725
초원부영어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 63 701동107호(평촌동, 초원부영아파트)",14068,031-344-6699,031-344-6699,4,0,4,7,13,N,,37.39064127,126.9650516,20250725
즐거운빅스맘어린이집,경기도,안양시동안구,민간,"경기도 안양시 동안구 관악대로276번길 16 (비산동, A동)",13944,031-382-2004,070-8623-1384,4,0,6,0,42,Y,http://www.bigsmom.com/288,37.40149984,126.9536619,20250725
튼튼어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 209 307-101(비산동, 관악성원아파트)",14044,031-384-0369,031-384-0369,3,0,3,0,13,N,,37.39600467,126.9476484,20250725
하버드어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관악대로330번길 9-5 ,13945,031-387-4100,031-387-4007,10,2,18,28,162,Y,,37.40300346,126.9601218,20250725
리라어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 귀인로 91 (호계동),14078,031-454-2124,031-429-2124,11,2,29,29,157,Y,,37.38223644,126.9499707,20250725
새봄숲키즈어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 평촌대로427번길 60-9 (비산동),13915,031-476-0008,031-476-0111,13,2,14,33,235,Y,http://saebomkids.net/,37.40923686,126.9467585,20250725
조은어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 20 125동102호(비산동,관악타운)",14044,031-381-5805,--,4,1,4,8,17,N,,37.39545957,126.9415056,20250725
아람키즈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로707번길 39 104동101호(호계동,신성미소지움)",14078,031-427-2237,031-427-2237,3,0,0,0,17, ,,37.3837823,126.9492741,20250725
단비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로 237 209동101호(평촌동,초원대림아파트)",14070,031-422-4468,031-422-4468,3,0,4,8,19,N,,37.38702793,126.9645026,20250725
사랑해 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 달안로 153 206동 103호(관양동 공작아파트),14050,031-386-0763,031-341-4222,3,0,4,7,19,N,,37.39967303,126.9593601,20250725
기쁨어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 달안로 62 605동 112호,14046,031-388-4147,031-388-4147,2,0,2,0,10,N,,37.39458864,126.9523205,20250725
에버그린어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 임곡로 78 ,13916,031-469-4609,031-469-4607,14,7,18,33,205,N,www.evergreen2009.co.kr,37.40617064,126.934133,20250725
더샵어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 시민대로327번길 55 ,14055,031-424-4820,070-8233-4820,6,0,15,15,47,N,,37.40010671,126.9629785,20250725
상록키즈어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 부림로 52 (초원LG아파트),14069,031-425-1717,031-421-5254,7,2,16,9,67,N,sangrokkids.kidis.co.kr,37.38976462,126.9686975,20250725
사랑나무어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 581 114동 104호 (호계동,어바인퍼스트아파트)",14116,031-455-3874,031-455-3873,4,1,11,7,20,N,http://blog.naver.com/nnamch,37.3742395,126.9567462,20250725
어바인다온어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 583 211동 105호(호계동, 어바인퍼스트아파트)",14114,031-427-9336,--,3,1,3,5,15,N,,37.37593159,126.9546101,20250725
세종어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 호계1동 957-42 광성 102호 ,14116,031-457-5039,031-477-9835,0,0,0,0,20, ,,,,20250725
봄빛어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로 43 107동 106호(비산동, 그린빌주공아파트)",13916,031-465-2553,--,3,1,4,0,20,Y,,37.403835,126.932526,20250725
꿈초롱어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 부림로 55 304동 101호(평촌동, 초원마을대원3단지아파트)",14070,031-346-2355,031-346-2355,3,0,4,7,17,N,,37.38876393,126.9666653,20250725
아이좋은빅스맘어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로 16 206동 101호((비산동,임곡휴먼시아)",13924,031-444-4405,0504-030-8587,4,0,4,0,19,N,https://blog.naver.com/white8587,37.40180995,126.9315535,20250725
예솔어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 63 705동 106호(평촌동, 초원마을부영7단지아파트)",14068,031-387-0190,031-387-0190,4,0,4,5,16,N,,37.39186204,126.9648548,20250725
문화베이비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 124 404동 102호(관양동, 한가람신라4단지아파트)",14052,031-381-5398,0505-380-5398,3,0,3,0,13,N,,37.39696958,126.9567918,20250725
영재어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 일동로126번길 20 102호,13931,031-423-8825,031-423-8825,3,3,4,5,12,Y,,37.40712489,126.9620559,20250725
예송어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 390 112동 106호(평촌동, 인덕원푸른마을대우아파트)",14061,031-424-7597,031-424-7597,4,0,4,0,20,N,,37.39482883,126.9791106,20250725
예아랑어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로797번길 12 한마음임광아파트 101동104호 시설전용 (호계동),14040,031-429-2859,031-429-2854,4,0,4,0,19,N,블로그*******************,37.39110867,126.9439549,20250725
분홍탑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 168 505동 102호(관양동, 공작마을럭키5단지아파트)",14050,031-383-5539,031-383-5539,2,0,0,0,11,N,,37.39871488,126.9594455,20250725
아이들세상어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 흥안대로434번길 24 204동 102호(평촌동, 인덕원대림2차아파트)",14063,031-426-0155,031-426-0155,4,2,4,8,20,N,다음 -평촌아이들세상어린이집,37.39148199,126.9769911,20250725
큰사랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로733번길 15 102동 104호(호계동, 호계현대홈타운1차아파트)",14077,031-453-9947,0504-404-9940,4,2,4,8,20,N,,37.38591746,126.9489896,20250725
빨강토마토어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 458 211동 103호(호계동, 호계현대홈타운2차아파트)",14125,031-342-8598,--,3,0,4,0,20,N,cafe.naver.com/pinktomato,37.36516789,126.9605208,20250725
노란민들레 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 458 220동 101호(호계동, 호계현대홈타운2차아파트)",14125,031-347-8598,--,3,0,4,8,20,Y,,37.36619936,126.9608489,20250725
소망어린이집,경기도,안양시,법인·단체등,경기도 안양시 동안구 평촌대로 403 (비산동),13918,031-388-6336,031-388-6339,5,1,5,8,54,N,,37.40686978,126.9496977,20250725
박달어린이집,경기도,안양시,국공립,경기도 안양시 만안구 박달로472번길 46 복지회관 1층 박달어린이집 (박달동),14016,031-444-3049,031-444-3048,4,1,7,11,60,N,,37.40170548,126.9031457,20250725
만안어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로395번길 11 (안양동),13988,031-449-1572,031-449-1573,2,0,0,0,31, ,,37.40581409,126.9146204,20250725
자람몬테소리어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 예술공원로63번길 13-1 1층,13957,031-472-4342,031-360-4341,4,0,6,10,35,Y,키즈노트,37.41327522,126.9154492,20250725
분홍어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관악대로388번길 11 분홍어린이집 (관양동),13947,031-422-7179,031-422-7179,4,1,0,0,62,Y,,37.40427336,126.9662066,20250725
은성어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로 430 단지내 노유자 시설 은성어린이집,14126,031-452-5050,031-452-1118,4,0,6,10,45,N,,37.36323128,126.9608027,20250725
뜨란채어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양천서로 289 주공뜨란채관리동,13994,031-441-9090,031-441-9090,3,0,4,12,26,N,,37.40029087,126.9257968,20250725
선범어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 석수로16번길 32-18 ,13970,031-472-6958,031-472-6958,4,0,0,0,38,Y,http://cafe.daum.net/j5377j,37.4107158,126.9104052,20250725
동안양어린이집,경기도,안양시,법인·단체등,경기 안양시 동안구 비산3동 1047-7 ,13935,031-388-3949,031-388-3949,4,0,0,0,43, ,,,,20250725
청명어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로 209 (안양동),14030,031-466-5404,031-468-6547,10,1,16,25,145,Y,,37.39201972,126.9266512,20250725
학림어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로 90 2층 학림어린이집,14004,031-441-7766,031-441-7766,5,0,5,0,39,Y,blog.naver.com/haklim7766,37.40118127,126.9117235,20250725
노총샛별어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로 3 한국노총 (안양동),14096,031-441-8700,031-468-5545,9,1,11,18,99,Y,,37.37703899,126.9400405,20250725
동심어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 흥안대로155번길 100-1 (전용) (호계동),,031-455-1670,031-455-1670,2,0,0,0,13,N,,37.37671273,126.9597484,20250725
현대한사랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로 213 110동 103호 (평촌동, 향촌현대아파트)",14071,031-386-1396,--,4,0,4,0,19,N,,37.38650088,126.9617657,20250725
중앙어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관평로138번길 13 평촌중앙교회 내 중앙어린이집,14068,031-385-3000,031-381-0676,4,0,8,0,47,Y,https://cafe.naver.com/jungangchild,37.39029133,126.9628821,20250725
송원어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 박달로472번길 57 (박달동),14016,031-444-6017,031-448-6017,11,1,13,16,99,Y,키즈노트,37.40121847,126.9032679,20250725
하은별 어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 연현로 109 두산위브아파트 104동 102호,13902,031-474-3456,031-474-3456,3,0,4,5,15,N,,37.43259536,126.9013741,20250725
삼성래미안어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양천서로 311 관리동1층,13994,031-464-3500,070-7596-3500,4,4,4,12,31,N,,37.40372205,126.923199,20250725
세모네모어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 석수로178번길 25 (석수동),13975,031-472-3558,031-472-3559,4,1,5,0,20,Y,,37.40667139,126.8970404,20250725
그린어린이집,경기도,안양시만안구,민간,경기 안양시 만안구 안양3동 695-1 ,14005,031-466-4794,--,1,0,0,0,39, ,,,,20250725
초록어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로 122 206동 104호(평촌동, 초원마을대림2단지아파트)",14070,031-384-9422,--,3,0,4,7,20,N,**********************,37.38766383,126.9645263,20250725
우주어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 호계2동 928-10번지 ,14081,031-453-7909,031-453-7909,2,1,0,0,6, ,,,,20250725
아이편한어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 430 104동 104호(호계동, 호계대림E편한세상아파트)",14126,031-427-8487,031-427-8487,3,0,4,0,20,N,,37.36741359,126.9588077,20250725
미키와친구들어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 98 201동 103호(비산동, 샛별마을한양4차2단지아파트)",14043,031-385-9528,031-382-9528,4,0,3,0,20,N,,37.39914,126.9508,20250725
햇님어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 62 605동 112호 (비산동,한양샛별아파트)",14046,031-388-4140,031-382-4140,2,0,2,6,11,N,,37.39493877,126.9492711,20250725
아이누리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 390 102동 101호(평촌동, 인덕원푸른마을대우아파트)",14061,031-422-6236,--,4,0,4,7,19,N,,37.39580588,126.9783056,20250725
늘봄어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 98 203동 102호(비산동, 샛별마을한양4차2단지아파트)",14043,031-384-0176,031-384-0176,3,0,4,0,20,N,,37.39810224,126.9513922,20250725
아기사랑 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관평로212번길 21 공작부영아파트 311동105호(살림겸용) (관양동),14051,031-476-3339,--,3,0,4,0,16,N,네이버카페(평촌아기사랑어린이집),37.39749843,126.9592376,20250725
협심어린이집,경기도,안양시,국공립,경기도 안양시 만안구 능곡로 21 (안양동),14022,031-449-4701,031-447-4235,7,1,16,16,80,N,협심어린이집.com,37.39309922,126.9141217,20250725
신안양어린이집,경기도,안양시,국공립,경기도 안양시 만안구 경수대로 1159 다목적복지회관내 (안양동),13958,031-474-7565,031-474-7566,7,2,24,20,93,N,,37.41443236,126.9186546,20250725
연성어린이집,경기도,안양시,국공립,경기도 안양시 만안구 냉천로157번길 18 (안양동),13998,031-445-1133,031-445-1134,6,1,14,12,77,N,yonsung.com,37.39429784,126.9208447,20250725
은빛소리어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로343번길 89 은빛소리어린이집 (안양동),14005,031-441-7600,031-445-2040,4,0,7,0,44,Y,,37.40177667,126.9134656,20250725
이솝 어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로 97 (박달동),14009,031-444-8467,031-466-7788,7,1,6,0,59,Y,,37.40157337,126.9108584,20250725
키즈사랑어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 박달우회로138번길 18 (박달동),13986,031-466-3329,031-443-0020,7,1,9,0,76,Y,,37.40670988,126.9102271,20250725
현진어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로 75 101동 101호(석수동, 현진에버빌)",13903,031-472-3243,031-472-4243,4,0,5,0,20,N,,37.43055138,126.9023983,20250725
숙명어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로135번길 96 (박달동),13981,031-448-8330,031-448-8331,7,1,11,9,85,Y,,37.40446937,126.9041309,20250725
뽀뽀뽀어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로560번길 21 (석수동),13962,031-472-6751,031-472-6751,4,0,0,0,24,Y,,37.41975771,126.9072635,20250725
동아어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 일동로 152 (관양동),13938,031-423-1383,031-424-1610,5,0,7,0,80,Y,,37.40651617,126.9635395,20250725
포도원어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 포도원로 32 포도원어린이집 (호계동),14128,031-452-3832,031-935-0431,3,0,0,0,23,Y,,37.36232617,126.9634228,20250725
호계어린이집,경기도,안양시,국공립,경기도 안양시 동안구 흥안대로 147 (호계동),14111,031-455-3608,031-453-3608,7,0,33,14,95,N,,37.37214839,126.9588692,20250725
동부어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 일동로 212 (관양동),13939,031-422-1028,070-4015-4991,10,1,30,12,143,Y,,37.40532678,126.9693119,20250725
천재어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로 120-1 (),13987,031-466-5673,031-466-5672,6,1,11,0,89,Y,,37.40349083,126.9101755,20250725
홍익어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 석수로26번길 11 1층 (석수동),13970,031-471-1020,031-472-2030,3,1,12,0,20,Y,,37.4093134,126.9079246,20250725
좋은이웃어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 관평로319번길 52 (관양동),13936,031-381-4167,031-385-9116,6,1,12,15,99,N,,37.40493612,126.9549871,20250725
엄마사랑어린이집,경기도,안양시,국공립,경기도 안양시 만안구 덕천로 94-9 안양7동복지회관 1층 (안양동),14086,031-468-2666,031-468-2667,4,0,6,11,31,N,,37.38968223,126.9350062,20250725
새동산어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로372번길 40 새동산 어린이집 (안양동),13991,031-444-0033,031-444-0033,6,1,8,0,30,Y,http://cafe.naver.com/goodsds,37.40339613,126.9182109,20250725
우일어린이집,경기도,안양시,국공립,경기도 안양시 만안구 양화로127번길 9 (박달동),13984,031-445-0305,031-445-0306,5,1,6,13,65,N,,37.40363828,126.9091636,20250725
안양어린이집,경기도,안양시,국공립,경기도 안양시 만안구 냉천로193번길 41 (안양동),14002,031-449-2003,031-444-2514,4,2,15,11,57,N,http://cafe.daum.net/kidanyang2003,37.39610132,126.9176581,20250725
율목어린이집,경기도,안양시,국공립,경기도 안양시 만안구 병목안로130번길 166 율목종합사회복지관 (안양동),14019,031-466-9124,031-466-0124,4,1,5,10,50,N,,37.39312116,126.9084328,20250725
안양시청어린이집,경기도,안양시,직장,경기도 안양시 동안구 시민대로 235 (관양동),14053,031-8045-2760,031-8045-2761,8,1,16,21,99,N,http://cafe.daum.net/anyangcityangel,37.39434896,126.9568564,20250725
평촌트리지아 신기어린이집,경기도,안양시,국공립,경기도 안양시 동안구 귀인로80번길 193 평촌트리지아3단지아파트,14082,031-452-0525,031-429-0520,4,1,16,14,59,N, http://singi.kid.ph    ,37.37661356,126.9592755,20250725
매곡어린이집,경기도,안양시,국공립,경기도 안양시 동안구 매곡로 1 시립매곡어린이집 (비산동),13917,031-385-1385,031-385-1386,6,2,19,19,88,N,,37.40503108,126.9428638,20250725
예쁜동화나라어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 석천로 200-1 ,13965,031-471-5001,031-471-2557,11,1,16,27,196,Y,,37.41328846,126.9109102,20250725
수퍼키즈어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로329번길 37 (안양동),14006,031-445-6659,031-445-6659,4,0,5,0,27,Y,,37.4007524,126.9172234,20250725
평촌서머힐어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로570번길 61-17 ,14109,031-452-0411,031-452-0411,5,1,6,0,63,N,http://www.sumhill.co.kr,37.37520598,126.9605483,20250725
안양성은어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 태평로 110 안양성은교회1층 (안양동),13995,031-443-4902,031-443-4907,4,0,9,10,49,Y,club.cyworld.com/sekids,37.3986959,126.9257857,20250725
꿈마니어린이집,경기도,안양시만안구,민간,경기 안양시 만안구 안양7동 151-5번지 2층 꿈마니 어린이집 ,,031-445-2961,031-445-2961,4,0,0,0,39, ,,,,20250725
옥스포드숲어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 와룡로3번길 35 옥스포드숲어린이집 (석수동),13975,031-472-3087,031-472-0312,14,2,18,20,171,Y,,37.40476866,126.8964922,20250725
안양삼성어린이집,경기도,안양시,사회복지법인,경기도 안양시 만안구 양화로6번길 33 (안양동),14003,031-447-9693,031-441-4420,5,2,23,20,103,N,,37.39557811,126.917177,20250725
비산동그라미어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 평촌대로396번길 17 ,13934,031-388-4697,031-388-2020,8,3,14,0,99,Y,,37.40615522,126.9511199,20250725
꼬마대통령어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로797번길 12 205-102(호계동, 한마음임광2차아파트)",14040,031-427-7976,--,4,0,4,6,17,N,,37.39106212,126.9446933,20250725
평촌엘프라우드 꿈샘어린이집,경기도,안양시,국공립,경기도 안양시 동안구 운곡로 60 1층(비산동),13921,031-388-7774,--,5,0,13,12,48,N,,37.56647,126.977963,20250725
한숲어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로 344 103동 102호(박달동, 대림한숲타운)",14014,031-464-0588,0504-013-5442,3,0,4,0,20,Y,키즈노트,37.40411192,126.8926514,20250725
베이비스쿨어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로525번길 20-13 101동 104호(박달동, 세창짜임아파트)",13987,031-445-0579,031-445-0579,3,0,4,0,17,Y,,37.40392783,126.9112501,20250725
천사나라어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 111동 104호(석수동, 석수대림)",13961,031-474-9790,--,3,0,4,5,20,N,,37.41487518,126.9140412,20250725
성원디즈니어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 병목안로 81 103동 105호(안양동, 성원1차아파트)",14021,031-443-1728,--,3,0,4,6,15,N,*********************,37.3941703,126.9136957,20250725
해솔어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1241 103동 103호(석수동, 경남아너스빌)",13961,031-473-4343,031-473-4343,4,0,4,0,20,N,,37.41749479,126.9115203,20250725
슬기샘어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 안양천동로 162 105동 102호 (비산동, 힐스테이트아파트)",14039,031-466-6040,031-466-6040,4,0,4,7,20,N,,37.39379927,126.9408019,20250725
금호어울림어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 호성로 20 101동 106호 (호계동, 금호어울림아파트)",14128,***-****-****,--,4,0,4,1,19,N,,37.36299012,126.9628163,20250725
친구야놀자어린이집,경기도,안양시,협동,경기도 안양시 동안구 일동로 152 (관양동),13938,070-4032-7959,031-385-7959,4,0,0,4,20,N,https://friendsplay.modoo.at/,37.40772688,126.9430474,20250725
사랑주는어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로665번길 51 101동106호(호계동,세창짜임아파트)",14082,031-458-6730,031-458-6730,3,2,4,8,19,N,,37.38118996,126.9525853,20250725
솔로몬어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 280 12동 109호(비산동, 뉴타운아파트)",13919,031-384-8369,--,3,0,4,0,15,N,,37.40665582,126.9509714,20250725
꿈동이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 63 707동 107호(평촌동, 초원아파트)",14068,031-384-8583,--,3,3,4,6,16,N,,37.39286994,126.963768,20250725
미키베이비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 98 201동 105호(비산동, 샛별마을한양4차2단지아파트)",14043,031-384-9384,0504-187-0041,3,0,4,8,20,N,,37.39914,126.9508,20250725
꼬꼬마숲어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 46 210동 101호(비산동, 관악부영4차아파트)",14044,031-385-3537,031-385-3537,3,0,4,6,20,N,,37.39657824,126.9444003,20250725
에디슨어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 평안동 초원대원아파트 309동105호(살림겸용) ,14070,031-383-0305,031-383-0305,4,0,0,0,20, ,,,,20250725
예쁜마당어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관악대로318번길 11 ,13945,031-348-0110,031-348-0110,4,0,4,0,14,N,,37.40267937,126.9586068,20250725
엘지몬테소리어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 105 106동 101호(석수동, 석수LG빌리지아파트)",13903,031-472-5657,--,3,0,4,0,20,N,,37.42705,126.903076,20250725
키즈원어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 289 111동 105호(안양동, 주공뜨란채아파트)",13994,031-466-1030,0504-173-7686,3,0,4,7,19,N,,37.40029087,126.9257968,20250725
아가어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로 403 103동 103호(박달동, 한일유앤아이아파트)",13978,031-443-7581,--,4,0,4,1,17,N,,37.40238159,126.8980193,20250725
아이뜰 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 귀인로 210 현대홈타운 105-102 (전용) (평촌동),14103,031-386-7807,031-386-7807,3,0,4,0,20,N,,37.38611775,126.9599222,20250725
하랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 168 506동 103호(관양동, 공작럭키아파트)",14050,031-387-2730,031-387-2730,2,1,3,0,11,N,,37.40128334,126.9573263,20250725
아이미소어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로388번길 24 A동105호(관양동,신태양아파트)",13947,031-8091-5252,031-8091-5252,2,0,3,0,13,N,gagg1019@hanmAIL,37.40338729,126.9658728,20250725
동편누리어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 동편로92번길 44 (관양동),13928,031-425-2666,031-426-2665,11,2,18,24,151,N,www.dongpyeonnuri.com,37.41329009,126.9724253,20250725
하트아이비어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 35 112동 107호(호계동, 무궁화한양A)",14100,031-346-0901,--,3,0,0,0,13,N,,37.382537,126.9534482,20250725
두산위브더아티움늘해랑어린이집,경기도,안양시,국공립,경기도 안양시 만안구 예술공원로 51-7 1층,13957,031-472-7776,031-471-7774,5,1,10,14,36,N,,37.41228282,126.9164791,20250725
평촌센텀퍼스트 어린이집,경기도,안양시,국공립,경기도 안양시 동안구 갈산로 15 1층(호계동),14111,031-455-6633,031-453-6622,5,0,10,13,51,N,,37.3742287,126.9610719,20250725
아해뜰 어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 평촌동 인덕원대림2차아파트 대림2차208동102호(살림겸용) ,14063,031-421-2552,--,3,0,0,0,20, ,,,,20250725
푸른초장어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 엘에스로116번길 56 ,14118,070-8819-8019,--,5,2,6,0,50,Y,,37.56647,126.977963,20250725
푸르지오어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 엘에스로116번길 56 ,14118,070-8819-8019,--,6,2,6,13,50,Y,,37.37412029,126.9511889,20250725
봄빛어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 581 122동 104호 (호계동, 평촌어바인퍼스트아파트)",14116,031-346-2303,--,4,1,4,12,20,N,,37.36972126,126.9545715,20250725
